REGION,TECHNOLOGY,MODE_OF_OPERATION,YEAR,VALUE
GLOBAL,LNDAGRKENC03,25,2038,1
GLOBAL,LNDAGRKENC03,25,2039,1
GLOBAL,LNDAGRKENC03,25,2040,1
GLOBAL,LNDAGRKENC04,25,2020,8
GLOBAL,LNDAGRKENC04,25,2021,8
GLOBAL,LNDAGRKENC04,25,2022,8
GLOBAL,LNDAGRKENC04,25,2023,8
GLOBAL,LNDAGRKENC04,25,2024,8
GLOBAL,LNDAGRKENC04,25,2025,8
GLOBAL,LNDAGRKENC04,25,2026,8
GLOBAL,LNDAGRKENC04,25,2027,8
GLOBAL,LNDAGRKENC04,25,2028,8
GLOBAL,LNDAGRKENC04,25,2029,8
GLOBAL,LNDAGRKENC04,25,2030,8
GLOBAL,LNDAGRKENC04,25,2031,8
GLOBAL,LNDAGRKENC04,25,2032,8
GLOBAL,LNDAGRKENC04,25,2033,8
GLOBAL,LNDAGRKENC04,25,2034,8
GLOBAL,LNDAGRKENC04,25,2035,8
GLOBAL,LNDAGRKENC04,25,2036,8
GLOBAL,LNDAGRKENC04,25,2037,8
GLOBAL,LNDAGRKENC04,25,2038,8
GLOBAL,LNDAGRKENC04,25,2039,8
GLOBAL,LNDAGRKENC04,25,2040,8
GLOBAL,LNDAGRKENC01,26,2020,0.25
GLOBAL,LNDAGRKENC01,26,2021,0.25
GLOBAL,LNDAGRKENC01,26,2022,0.25
GLOBAL,LNDAGRKENC01,26,2023,0.25
GLOBAL,LNDAGRKENC01,26,2024,0.25
GLOBAL,LNDAGRKENC01,26,2025,0.25
GLOBAL,LNDAGRKENC01,26,2026,0.25
GLOBAL,LNDAGRKENC01,26,2027,0.25
GLOBAL,LNDAGRKENC01,26,2028,0.25
GLOBAL,LNDAGRKENC01,26,2029,0.25
GLOBAL,LNDAGRKENC01,26,2030,0.25
GLOBAL,LNDAGRKENC01,26,2031,0.25
GLOBAL,LNDAGRKENC01,26,2032,0.25
GLOBAL,LNDAGRKENC01,26,2033,0.25
GLOBAL,LNDAGRKENC01,26,2034,0.25
GLOBAL,LNDAGRKENC01,26,2035,0.25
GLOBAL,LNDAGRKENC01,26,2036,0.25
GLOBAL,LNDAGRKENC01,26,2037,0.25
GLOBAL,LNDAGRKENC01,26,2038,0.25
GLOBAL,LNDAGRKENC01,26,2039,0.25
GLOBAL,LNDAGRKENC01,26,2040,0.25
GLOBAL,LNDAGRKENC02,26,2020,0.1
GLOBAL,LNDAGRKENC02,26,2021,0.1
GLOBAL,LNDAGRKENC02,26,2022,0.1
GLOBAL,LNDAGRKENC02,26,2023,0.1
GLOBAL,LNDAGRKENC02,26,2024,0.1
GLOBAL,LNDAGRKENC02,26,2025,0.1
GLOBAL,LNDAGRKENC02,26,2026,0.1
GLOBAL,LNDAGRKENC02,26,2027,0.1
GLOBAL,LNDAGRKENC02,26,2028,0.1
GLOBAL,LNDAGRKENC02,26,2029,0.1
GLOBAL,LNDAGRKENC02,26,2030,0.1
GLOBAL,LNDAGRKENC02,26,2031,0.1
GLOBAL,LNDAGRKENC02,26,2032,0.1
GLOBAL,LNDAGRKENC02,26,2033,0.1
GLOBAL,LNDAGRKENC02,26,2034,0.1
GLOBAL,LNDAGRKENC02,26,2035,0.1
GLOBAL,LNDAGRKENC02,26,2036,0.1
GLOBAL,LNDAGRKENC02,26,2037,0.1
GLOBAL,LNDAGRKENC02,26,2038,0.1
GLOBAL,LNDAGRKENC02,26,2039,0.1
GLOBAL,LNDAGRKENC02,26,2040,0.1
GLOBAL,LNDAGRKENC03,26,2020,0.1
GLOBAL,LNDAGRKENC03,26,2021,0.1
GLOBAL,LNDAGRKENC03,26,2022,0.1
GLOBAL,LNDAGRKENC03,26,2023,0.1
GLOBAL,LNDAGRKENC03,26,2024,0.1
GLOBAL,LNDAGRKENC03,26,2025,0.1
GLOBAL,LNDAGRKENC03,26,2026,0.1
GLOBAL,LNDAGRKENC03,26,2027,0.1
GLOBAL,LNDAGRKENC03,26,2028,0.1
GLOBAL,LNDAGRKENC03,26,2029,0.1
GLOBAL,LNDAGRKENC03,26,2030,0.1
GLOBAL,LNDAGRKENC03,26,2031,0.1
GLOBAL,LNDAGRKENC03,26,2032,0.1
GLOBAL,LNDAGRKENC03,26,2033,0.1
GLOBAL,LNDAGRKENC03,26,2034,0.1
GLOBAL,LNDAGRKENC03,26,2035,0.1
GLOBAL,LNDAGRKENC03,26,2036,0.1
GLOBAL,LNDAGRKENC03,26,2037,0.1
GLOBAL,LNDAGRKENC03,26,2038,0.1
GLOBAL,LNDAGRKENC03,26,2039,0.1
GLOBAL,LNDAGRKENC03,26,2040,0.1
GLOBAL,LNDAGRKENC04,26,2020,0.05
GLOBAL,LNDAGRKENC04,26,2021,0.05
GLOBAL,LNDAGRKENC04,26,2022,0.05
GLOBAL,LNDAGRKENC04,26,2023,0.05
GLOBAL,LNDAGRKENC04,26,2024,0.05
GLOBAL,LNDAGRKENC04,26,2025,0.05
GLOBAL,LNDAGRKENC04,26,2026,0.05
GLOBAL,LNDAGRKENC04,26,2027,0.05
GLOBAL,LNDAGRKENC04,26,2028,0.05
GLOBAL,LNDAGRKENC04,26,2029,0.05
GLOBAL,LNDAGRKENC04,26,2030,0.05
GLOBAL,LNDAGRKENC04,26,2031,0.05
GLOBAL,LNDAGRKENC04,26,2032,0.05
GLOBAL,LNDAGRKENC04,26,2033,0.05
GLOBAL,LNDAGRKENC04,26,2034,0.05
GLOBAL,LNDAGRKENC04,26,2035,0.05
GLOBAL,LNDAGRKENC04,26,2036,0.05
GLOBAL,LNDAGRKENC04,26,2037,0.05
GLOBAL,LNDAGRKENC04,26,2038,0.05
GLOBAL,LNDAGRKENC04,26,2039,0.05
GLOBAL,LNDAGRKENC04,26,2040,0.05
GLOBAL,LNDAGRKENC01,28,2020,66
GLOBAL,LNDAGRKENC01,28,2021,66
GLOBAL,LNDAGRKENC01,28,2022,66
GLOBAL,LNDAGRKENC01,28,2023,66
GLOBAL,LNDAGRKENC01,28,2024,66
GLOBAL,LNDAGRKENC01,28,2025,66
GLOBAL,LNDAGRKENC01,28,2026,66
GLOBAL,LNDAGRKENC01,28,2027,66
GLOBAL,LNDAGRKENC01,28,2028,66
GLOBAL,LNDAGRKENC01,28,2029,66
GLOBAL,LNDAGRKENC01,28,2030,66
GLOBAL,LNDAGRKENC01,28,2031,66
GLOBAL,LNDAGRKENC01,28,2032,66
GLOBAL,LNDAGRKENC01,28,2033,66
GLOBAL,LNDAGRKENC01,28,2034,66
GLOBAL,LNDAGRKENC01,28,2035,66
GLOBAL,LNDAGRKENC01,28,2036,66
GLOBAL,LNDAGRKENC01,28,2037,66
GLOBAL,LNDAGRKENC01,28,2038,66
GLOBAL,LNDAGRKENC01,28,2039,66
GLOBAL,LNDAGRKENC01,28,2040,66
GLOBAL,LNDAGRKENC02,28,2020,40
GLOBAL,LNDAGRKENC02,28,2021,40
GLOBAL,LNDAGRKENC02,28,2022,40
GLOBAL,LNDAGRKENC02,28,2023,40
GLOBAL,LNDAGRKENC02,28,2024,40
GLOBAL,LNDAGRKENC02,28,2025,40
GLOBAL,LNDAGRKENC02,28,2026,40
GLOBAL,LNDAGRKENC02,28,2027,40
GLOBAL,LNDAGRKENC02,28,2028,40
GLOBAL,LNDAGRKENC02,28,2029,40
GLOBAL,LNDAGRKENC02,28,2030,40
GLOBAL,LNDAGRKENC02,28,2031,40
GLOBAL,LNDAGRKENC02,28,2032,40
GLOBAL,LNDAGRKENC02,28,2033,40
GLOBAL,LNDAGRKENC02,28,2034,40
GLOBAL,LNDAGRKENC02,28,2035,40
GLOBAL,LNDAGRKENC02,28,2036,40
GLOBAL,LNDAGRKENC02,28,2037,40
GLOBAL,LNDAGRKENC02,28,2038,40
GLOBAL,LNDAGRKENC02,28,2039,40
GLOBAL,LNDAGRKENC02,28,2040,40
GLOBAL,LNDAGRKENC03,28,2020,10
GLOBAL,LNDAGRKENC03,28,2021,10
GLOBAL,LNDAGRKENC03,28,2022,10
GLOBAL,LNDAGRKENC03,28,2023,10
GLOBAL,LNDAGRKENC03,28,2024,10
GLOBAL,LNDAGRKENC03,28,2025,10
GLOBAL,LNDAGRKENC03,28,2026,10
GLOBAL,LNDAGRKENC03,28,2027,10
GLOBAL,LNDAGRKENC03,28,2028,10
GLOBAL,LNDAGRKENC03,28,2029,10
GLOBAL,LNDAGRKENC03,28,2030,10
GLOBAL,LNDAGRKENC03,28,2031,10
GLOBAL,LNDAGRKENC03,28,2032,10
GLOBAL,LNDAGRKENC03,28,2033,10
GLOBAL,LNDAGRKENC03,28,2034,10
GLOBAL,LNDAGRKENC03,28,2035,10
GLOBAL,LNDAGRKENC03,28,2036,10
GLOBAL,LNDAGRKENC03,28,2037,10
GLOBAL,LNDAGRKENC03,28,2038,10
GLOBAL,LNDAGRKENC03,28,2039,10
GLOBAL,LNDAGRKENC03,28,2040,10
GLOBAL,LNDAGRKENC04,28,2020,20
GLOBAL,LNDAGRKENC04,28,2021,20
GLOBAL,LNDAGRKENC04,28,2022,20
GLOBAL,LNDAGRKENC04,28,2023,20
GLOBAL,LNDAGRKENC04,28,2024,20
GLOBAL,LNDAGRKENC04,28,2025,20
GLOBAL,LNDAGRKENC04,28,2026,20
GLOBAL,LNDAGRKENC04,28,2027,20
GLOBAL,LNDAGRKENC04,28,2028,20
GLOBAL,LNDAGRKENC04,28,2029,20
GLOBAL,LNDAGRKENC04,28,2030,20
GLOBAL,LNDAGRKENC04,28,2031,20
GLOBAL,LNDAGRKENC04,28,2032,20
GLOBAL,LNDAGRKENC04,28,2033,20
GLOBAL,LNDAGRKENC04,28,2034,20
GLOBAL,LNDAGRKENC04,28,2035,20
GLOBAL,LNDAGRKENC04,28,2036,20
GLOBAL,LNDAGRKENC04,28,2037,20
GLOBAL,LNDAGRKENC04,28,2038,20
GLOBAL,LNDAGRKENC04,28,2039,20
GLOBAL,LNDAGRKENC04,28,2040,20
